   #t           x              T              E              p              E_d            a            T+E   
846.0         3.7316     3.6692e-02     9.9745e-03     1.3046e-08     4.0844e-05    -2.0422e-08     4.6667e-02
847.0         3.7377     3.6692e-02     9.9747e-03     1.2861e-08     4.0450e-05    -2.0225e-08     4.6667e-02
848.0         3.7437     3.6692e-02     9.9750e-03     1.2663e-08     4.0060e-05    -2.0030e-08     4.6667e-02
849.0         3.7498     3.6692e-02     9.9752e-03     1.2452e-08     3.9674e-05    -1.9837e-08     4.6667e-02
850.0         3.7558     3.6691e-02     9.9754e-03     1.2230e-08     3.9291e-05    -1.9646e-08     4.6667e-02
851.0         3.7619     3.6691e-02     9.9757e-03     1.1999e-08     3.8912e-05    -1.9456e-08     4.6667e-02
852.0         3.7680     3.6691e-02     9.9759e-03     1.1760e-08     3.8537e-05    -1.9268e-08     4.6667e-02
853.0         3.7740     3.6691e-02     9.9761e-03     1.1513e-08     3.8165e-05    -1.9083e-08     4.6667e-02
854.0         3.7801     3.6691e-02     9.9764e-03     1.1261e-08     3.7797e-05    -1.8899e-08     4.6667e-02
855.0         3.7861     3.6690e-02     9.9766e-03     1.1004e-08     3.7432e-05    -1.8716e-08     4.6667e-02
856.0         3.7922     3.6690e-02     9.9768e-03     1.0743e-08     3.7071e-05    -1.8536e-08     4.6667e-02
857.0         3.7982     3.6690e-02     9.9771e-03     1.0479e-08     3.6714e-05    -1.8357e-08     4.6667e-02
858.0         3.8043     3.6690e-02     9.9773e-03     1.0214e-08     3.6360e-05    -1.8180e-08     4.6667e-02
859.0         3.8104     3.6689e-02     9.9775e-03     9.9463e-09     3.6009e-05    -1.8005e-08     4.6667e-02
860.0         3.8164     3.6689e-02     9.9777e-03     9.6784e-09     3.5662e-05    -1.7831e-08     4.6667e-02
861.0         3.8225     3.6689e-02     9.9779e-03     9.4106e-09     3.5318e-05    -1.7659e-08     4.6667e-02
862.0         3.8285     3.6689e-02     9.9781e-03     9.1434e-09     3.4977e-05    -1.7489e-08     4.6667e-02
863.0         3.8346     3.6689e-02     9.9784e-03     8.8774e-09     3.4640e-05    -1.7320e-08     4.6667e-02
864.0         3.8406     3.6688e-02     9.9786e-03     8.6131e-09     3.4306e-05    -1.7153e-08     4.6667e-02
865.0         3.8467     3.6688e-02     9.9788e-03     8.3510e-09     3.3975e-05    -1.6987e-08     4.6667e-02
866.0         3.8528     3.6688e-02     9.9790e-03     8.0915e-09     3.3647e-05    -1.6824e-08     4.6667e-02
867.0         3.8588     3.6688e-02     9.9792e-03     7.8350e-09     3.3323e-05    -1.6661e-08     4.6667e-02
868.0         3.8649     3.6688e-02     9.9794e-03     7.5818e-09     3.3001e-05    -1.6501e-08     4.6667e-02
869.0         3.8709     3.6687e-02     9.9796e-03     7.3322e-09     3.2683e-05    -1.6342e-08     4.6667e-02
870.0         3.8770     3.6687e-02     9.9798e-03     7.0866e-09     3.2368e-05    -1.6184e-08     4.6667e-02
871.0         3.8830     3.6687e-02     9.9800e-03     6.8451e-09     3.2056e-05    -1.6028e-08     4.6667e-02
872.0         3.8891     3.6687e-02     9.9802e-03     6.6079e-09     3.1747e-05    -1.5873e-08     4.6667e-02
873.0         3.8952     3.6687e-02     9.9803e-03     6.3753e-09     3.1440e-05    -1.5720e-08     4.6667e-02
874.0         3.9012     3.6686e-02     9.9805e-03     6.1475e-09     3.1137e-05    -1.5569e-08     4.6667e-02
875.0         3.9073     3.6686e-02     9.9807e-03     5.9244e-09     3.0837e-05    -1.5418e-08     4.6667e-02
876.0         3.9133     3.6686e-02     9.9809e-03     5.7064e-09     3.0539e-05    -1.5270e-08     4.6667e-02
877.0         3.9194     3.6686e-02     9.9811e-03     5.4934e-09     3.0245e-05    -1.5122e-08     4.6667e-02
878.0         3.9254     3.6686e-02     9.9813e-03     5.2855e-09     2.9953e-05    -1.4977e-08     4.6667e-02
879.0         3.9315     3.6685e-02     9.9815e-03     5.0829e-09     2.9664e-05    -1.4832e-08     4.6667e-02
880.0         3.9376     3.6685e-02     9.9816e-03     4.8854e-09     2.9378e-05    -1.4689e-08     4.6667e-02
881.0         3.9436     3.6685e-02     9.9818e-03     4.6932e-09     2.9095e-05    -1.4547e-08     4.6667e-02
882.0         3.9497     3.6685e-02     9.9820e-03     4.5063e-09     2.8814e-05    -1.4407e-08     4.6667e-02
883.0         3.9557     3.6685e-02     9.9822e-03     4.3247e-09     2.8537e-05    -1.4268e-08     4.6667e-02
884.0         3.9618     3.6685e-02     9.9823e-03     4.1483e-09     2.8261e-05    -1.4131e-08     4.6667e-02
885.0         3.9678     3.6684e-02     9.9825e-03     3.9771e-09     2.7989e-05    -1.3994e-08     4.6667e-02
886.0         3.9739     3.6684e-02     9.9827e-03     3.8112e-09     2.7719e-05    -1.3859e-08     4.6667e-02
887.0         3.9800     3.6684e-02     9.9828e-03     3.6503e-09     2.7452e-05    -1.3726e-08     4.6667e-02
888.0         3.9860     3.6684e-02     9.9830e-03     3.4946e-09     2.7187e-05    -1.3593e-08     4.6667e-02
889.0         3.9921     3.6684e-02     9.9832e-03     3.3439e-09     2.6925e-05    -1.3462e-08     4.6667e-02
890.0         3.9981     3.6684e-02     9.9833e-03     3.1981e-09     2.6665e-05    -1.3332e-08     4.6667e-02
891.0         4.0042     3.6683e-02     9.9835e-03     3.0573e-09     2.6408e-05    -1.3204e-08     4.6667e-02
892.0         4.0102     3.6683e-02     9.9837e-03     2.9212e-09     2.6153e-05    -1.3077e-08     4.6667e-02
893.0         4.0163     3.6683e-02     9.9838e-03     2.7899e-09     2.5901e-05    -1.2950e-08     4.6667e-02
894.0         4.0223     3.6683e-02     9.9840e-03     2.6632e-09     2.5651e-05    -1.2826e-08     4.6667e-02
895.0         4.0284     3.6683e-02     9.9841e-03     2.5411e-09     2.5404e-05    -1.2702e-08     4.6667e-02
896.0         4.0345     3.6683e-02     9.9843e-03     2.4234e-09     2.5159e-05    -1.2579e-08     4.6667e-02
897.0         4.0405     3.6682e-02     9.9844e-03     2.3101e-09     2.4916e-05    -1.2458e-08     4.6667e-02
898.0         4.0466     3.6682e-02     9.9846e-03     2.2010e-09     2.4676e-05    -1.2338e-08     4.6667e-02
899.0         4.0526     3.6682e-02     9.9847e-03     2.0961e-09     2.4438e-05    -1.2219e-08     4.6667e-02
900.0         4.0587     3.6682e-02     9.9849e-03     1.9952e-09     2.4202e-05    -1.2101e-08     4.6667e-02
901.0         4.0647     3.6682e-02     9.9850e-03     1.8983e-09     2.3969e-05    -1.1984e-08     4.6667e-02
902.0         4.0708     3.6682e-02     9.9852e-03     1.8052e-09     2.3738e-05    -1.1869e-08     4.6667e-02
903.0         4.0769     3.6682e-02     9.9853e-03     1.7158e-09     2.3509e-05    -1.1754e-08     4.6667e-02
904.0         4.0829     3.6681e-02     9.9854e-03     1.6301e-09     2.3282e-05    -1.1641e-08     4.6667e-02
905.0         4.0890     3.6681e-02     9.9856e-03     1.5480e-09     2.3057e-05    -1.1529e-08     4.6667e-02
906.0         4.0950     3.6681e-02     9.9857e-03     1.4692e-09     2.2835e-05    -1.1418e-08     4.6667e-02
907.0         4.1011     3.6681e-02     9.9859e-03     1.3938e-09     2.2615e-05    -1.1307e-08     4.6667e-02
908.0         4.1071     3.6681e-02     9.9860e-03     1.3215e-09     2.2397e-05    -1.1198e-08     4.6667e-02
909.0         4.1132     3.6681e-02     9.9861e-03     1.2524e-09     2.2181e-05    -1.1090e-08     4.6667e-02
910.0         4.1193     3.6681e-02     9.9863e-03     1.1863e-09     2.1967e-05    -1.0983e-08     4.6667e-02
911.0         4.1253     3.6680e-02     9.9864e-03     1.1232e-09     2.1755e-05    -1.0878e-08     4.6667e-02
912.0         4.1314     3.6680e-02     9.9865e-03     1.0628e-09     2.1545e-05    -1.0773e-08     4.6667e-02
913.0         4.1374     3.6680e-02     9.9867e-03     1.0052e-09     2.1338e-05    -1.0669e-08     4.6667e-02
914.0         4.1435     3.6680e-02     9.9868e-03     9.5014e-10     2.1132e-05    -1.0566e-08     4.6667e-02
915.0         4.1495     3.6680e-02     9.9869e-03     8.9765e-10     2.0928e-05    -1.0464e-08     4.6667e-02
916.0         4.1556     3.6680e-02     9.9870e-03     8.4761e-10     2.0726e-05    -1.0363e-08     4.6667e-02
917.0         4.1616     3.6680e-02     9.9872e-03     7.9991e-10     2.0526e-05    -1.0263e-08     4.6667e-02
918.0         4.1677     3.6680e-02     9.9873e-03     7.5447e-10     2.0328e-05    -1.0164e-08     4.6667e-02
919.0         4.1738     3.6679e-02     9.9874e-03     7.1121e-10     2.0132e-05    -1.0066e-08     4.6667e-02
920.0         4.1798     3.6679e-02     9.9875e-03     6.7004e-10     1.9938e-05    -9.9691e-09     4.6667e-02
921.0         4.1859     3.6679e-02     9.9877e-03     6.3088e-10     1.9746e-05    -9.8730e-09     4.6667e-02
922.0         4.1919     3.6679e-02     9.9878e-03     5.9366e-10     1.9555e-05    -9.7777e-09     4.6667e-02
923.0         4.1980     3.6679e-02     9.9879e-03     5.5829e-10     1.9367e-05    -9.6835e-09     4.6667e-02
924.0         4.2040     3.6679e-02     9.9880e-03     5.2470e-10     1.9180e-05    -9.5901e-09     4.6667e-02
925.0         4.2101     3.6679e-02     9.9881e-03     4.9281e-10     1.8995e-05    -9.4976e-09     4.6667e-02
926.0         4.2162     3.6679e-02     9.9882e-03     4.6256e-10     1.8812e-05    -9.4060e-09     4.6667e-02
927.0         4.2222     3.6679e-02     9.9884e-03     4.3387e-10     1.8631e-05    -9.3153e-09     4.6667e-02
928.0         4.2283     3.6678e-02     9.9885e-03     4.0668e-10     1.8451e-05    -9.2255e-09     4.6667e-02
929.0         4.2343     3.6678e-02     9.9886e-03     3.8093e-10     1.8273e-05    -9.1365e-09     4.6667e-02
930.0         4.2404     3.6678e-02     9.9887e-03     3.5655e-10     1.8097e-05    -9.0484e-09     4.6667e-02
931.0         4.2464     3.6678e-02     9.9888e-03     3.3347e-10     1.7922e-05    -8.9611e-09     4.6667e-02
932.0         4.2525     3.6678e-02     9.9889e-03     3.1165e-10     1.7749e-05    -8.8747e-09     4.6667e-02
933.0         4.2585     3.6678e-02     9.9890e-03     2.9103e-10     1.7578e-05    -8.7892e-09     4.6667e-02
934.0         4.2646     3.6678e-02     9.9891e-03     2.7155e-10     1.7409e-05    -8.7044e-09     4.6667e-02
935.0         4.2707     3.6678e-02     9.9892e-03     2.5315e-10     1.7241e-05    -8.6205e-09     4.6667e-02
936.0         4.2767     3.6678e-02     9.9893e-03     2.3579e-10     1.7075e-05    -8.5373e-09     4.6667e-02
937.0         4.2828     3.6677e-02     9.9894e-03     2.1942e-10     1.6910e-05    -8.4550e-09     4.6667e-02
938.0         4.2888     3.6677e-02     9.9895e-03     2.0400e-10     1.6747e-05    -8.3735e-09     4.6667e-02
939.0         4.2949     3.6677e-02     9.9896e-03     1.8946e-10     1.6585e-05    -8.2927e-09     4.6667e-02
940.0         4.3009     3.6677e-02     9.9897e-03     1.7578e-10     1.6426e-05    -8.2128e-09     4.6667e-02
941.0         4.3070     3.6677e-02     9.9898e-03     1.6291e-10     1.6267e-05    -8.1336e-09     4.6667e-02
942.0         4.3131     3.6677e-02     9.9899e-03     1.5081e-10     1.6110e-05    -8.0551e-09     4.6667e-02
943.0         4.3191     3.6677e-02     9.9900e-03     1.3945e-10     1.5955e-05    -7.9775e-09     4.6667e-02
944.0         4.3252     3.6677e-02     9.9901e-03     1.2877e-10     1.5801e-05    -7.9005e-09     4.6667e-02
945.0         4.3312     3.6677e-02     9.9902e-03     1.1876e-10     1.5649e-05    -7.8243e-09     4.6667e-02
946.0         4.3373     3.6677e-02     9.9903e-03     1.0936e-10     1.5498e-05    -7.7489e-09     4.6667e-02
947.0         4.3433     3.6676e-02     9.9904e-03     1.0057e-10     1.5348e-05    -7.6742e-09     4.6667e-02
948.0         4.3494     3.6676e-02     9.9905e-03     9.2327e-11     1.5200e-05    -7.6002e-09     4.6667e-02
949.0         4.3554     3.6676e-02     9.9906e-03     8.4619e-11     1.5054e-05    -7.5269e-09     4.6667e-02
950.0         4.3615     3.6676e-02     9.9907e-03     7.7414e-11     1.4909e-05    -7.4543e-09     4.6667e-02
951.0         4.3676     3.6676e-02     9.9908e-03     7.0684e-11     1.4765e-05    -7.3824e-09     4.6667e-02
952.0         4.3736     3.6676e-02     9.9909e-03     6.4402e-11     1.4622e-05    -7.3112e-09     4.6667e-02
953.0         4.3797     3.6676e-02     9.9909e-03     5.8545e-11     1.4481e-05    -7.2407e-09     4.6667e-02
954.0         4.3857     3.6676e-02     9.9910e-03     5.3088e-11     1.4342e-05    -7.1709e-09     4.6667e-02
955.0         4.3918     3.6676e-02     9.9911e-03     4.8008e-11     1.4204e-05    -7.1018e-09     4.6667e-02
956.0         4.3978     3.6676e-02     9.9912e-03     4.3284e-11     1.4067e-05    -7.0333e-09     4.6667e-02
957.0         4.4039     3.6676e-02     9.9913e-03     3.8896e-11     1.3931e-05    -6.9655e-09     4.6667e-02
958.0         4.4100     3.6676e-02     9.9914e-03     3.4824e-11     1.3797e-05    -6.8983e-09     4.6667e-02
959.0         4.4160     3.6675e-02     9.9915e-03     3.1050e-11     1.3664e-05    -6.8318e-09     4.6667e-02
960.0         4.4221     3.6675e-02     9.9915e-03     2.7554e-11     1.3532e-05    -6.7659e-09     4.6667e-02
961.0         4.4281     3.6675e-02     9.9916e-03     2.4322e-11     1.3401e-05    -6.7006e-09     4.6667e-02
962.0         4.4342     3.6675e-02     9.9917e-03     2.1336e-11     1.3272e-05    -6.6360e-09     4.6667e-02
963.0         4.4402     3.6675e-02     9.9918e-03     1.8583e-11     1.3144e-05    -6.5720e-09     4.6667e-02
964.0         4.4463     3.6675e-02     9.9919e-03     1.6046e-11     1.3017e-05    -6.5087e-09     4.6667e-02
965.0         4.4523     3.6675e-02     9.9919e-03     1.3713e-11     1.2892e-05    -6.4459e-09     4.6667e-02
966.0         4.4584     3.6675e-02     9.9920e-03     1.1571e-11     1.2768e-05    -6.3838e-09     4.6667e-02
967.0         4.4645     3.6675e-02     9.9921e-03     9.6069e-12     1.2644e-05    -6.3222e-09     4.6667e-02
968.0         4.4705     3.6675e-02     9.9922e-03     7.8100e-12     1.2522e-05    -6.2612e-09     4.6667e-02
969.0         4.4766     3.6675e-02     9.9922e-03     6.1690e-12     1.2402e-05    -6.2009e-09     4.6667e-02
970.0         4.4826     3.6675e-02     9.9923e-03     4.6735e-12     1.2282e-05    -6.1411e-09     4.6667e-02
971.0         4.4887     3.6674e-02     9.9924e-03     3.3137e-12     1.2164e-05    -6.0818e-09     4.6667e-02
972.0         4.4947     3.6674e-02     9.9925e-03     2.0804e-12     1.2046e-05    -6.0232e-09     4.6667e-02
973.0         4.5008     3.6674e-02     9.9925e-03     9.6493e-13     1.1930e-05    -5.9651e-09     4.6667e-02
974.0         4.5068     3.6674e-02     9.9926e-03    -4.1066e-14     1.1815e-05    -5.9076e-09     4.6667e-02
975.0         4.5129     3.6674e-02     9.9927e-03    -9.4530e-13     1.1701e-05    -5.8506e-09     4.6667e-02
976.0         4.5190     3.6674e-02     9.9928e-03    -1.7551e-12     1.1588e-05    -5.7942e-09     4.6667e-02
977.0         4.5250     3.6674e-02     9.9928e-03    -2.4773e-12     1.1477e-05    -5.7383e-09     4.6667e-02
978.0         4.5311     3.6674e-02     9.9929e-03    -3.1185e-12     1.1366e-05    -5.6830e-09     4.6667e-02
979.0         4.5371     3.6674e-02     9.9930e-03    -3.6846e-12     1.1256e-05    -5.6282e-09     4.6667e-02
980.0         4.5432     3.6674e-02     9.9930e-03    -4.1815e-12     1.1148e-05    -5.5739e-09     4.6667e-02
981.0         4.5492     3.6674e-02     9.9931e-03    -4.6145e-12     1.1040e-05    -5.5202e-09     4.6667e-02
982.0         4.5553     3.6674e-02     9.9932e-03    -4.9886e-12     1.0934e-05    -5.4670e-09     4.6667e-02
983.0         4.5614     3.6674e-02     9.9932e-03    -5.3085e-12     1.0829e-05    -5.4143e-09     4.6667e-02
984.0         4.5674     3.6674e-02     9.9933e-03    -5.5787e-12     1.0724e-05    -5.3620e-09     4.6667e-02
985.0         4.5735     3.6674e-02     9.9934e-03    -5.8034e-12     1.0621e-05    -5.3103e-09     4.6667e-02
986.0         4.5795     3.6673e-02     9.9934e-03    -5.9863e-12     1.0518e-05    -5.2591e-09     4.6667e-02
987.0         4.5856     3.6673e-02     9.9935e-03    -6.1311e-12     1.0417e-05    -5.2084e-09     4.6667e-02
988.0         4.5916     3.6673e-02     9.9936e-03    -6.2412e-12     1.0316e-05    -5.1582e-09     4.6667e-02
989.0         4.5977     3.6673e-02     9.9936e-03    -6.3198e-12     1.0217e-05    -5.1085e-09     4.6667e-02
990.0         4.6037     3.6673e-02     9.9937e-03    -6.3697e-12     1.0118e-05    -5.0592e-09     4.6667e-02
991.0         4.6098     3.6673e-02     9.9937e-03    -6.3937e-12     1.0021e-05    -5.0104e-09     4.6667e-02
992.0         4.6159     3.6673e-02     9.9938e-03    -6.3943e-12     9.9242e-06    -4.9621e-09     4.6667e-02
993.0         4.6219     3.6673e-02     9.9939e-03    -6.3740e-12     9.8285e-06    -4.9143e-09     4.6667e-02
994.0         4.6280     3.6673e-02     9.9939e-03    -6.3348e-12     9.7337e-06    -4.8669e-09     4.6667e-02
995.0         4.6340     3.6673e-02     9.9940e-03    -6.2789e-12     9.6399e-06    -4.8199e-09     4.6667e-02
996.0         4.6401     3.6673e-02     9.9940e-03    -6.2081e-12     9.5469e-06    -4.7735e-09     4.6667e-02
997.0         4.6461     3.6673e-02     9.9941e-03    -6.1242e-12     9.4549e-06    -4.7274e-09     4.6667e-02
998.0         4.6522     3.6673e-02     9.9941e-03    -6.0287e-12     9.3637e-06    -4.6819e-09     4.6667e-02
999.0         4.6582     3.6673e-02     9.9942e-03    -5.9232e-12     9.2734e-06    -4.6367e-09     4.6667e-02
1000.0         4.6643     3.6673e-02     9.9943e-03    -5.8090e-12     9.1840e-06    -4.5920e-09     4.6667e-02
